"Iran"	"New Zealand"	"0"
"Iran"	"Fiji"	"0"
"Iran"	"Papua New Guinea"	"0"
"Iran"	"Sao Tome and Principe"	"0"
"Iran"	"Marshall Islands"	"3"
"Iran"	"Cuba"	"18"
"Iran"	"Sudan"	"8"
"Iran"	"Gambia"	"0"
"Iran"	"Malaysia"	"7"
"Iran"	"Taiwan"	"0"
"Iran"	"Poland"	"0"
"Iran"	"Oman"	"14"
"Iran"	"Suriname"	"0"
"Iran"	"United Arab Emirates"	"5"
"Iran"	"Kenya"	"3"
"Iran"	"Argentina"	"27"
"Iran"	"Guinea-Bissau"	"0"
"Iran"	"Armenia"	"0"
"Iran"	"Uzbekistan"	"0"
"Iran"	"Bhutan"	"0"
"Iran"	"Senegal"	"0"
"Iran"	"Togo"	"0"
"Iran"	"Ireland"	"0"
"Iran"	"Falkland Islands"	"0"
"Iran"	"Iran"	"6210"
"Iran"	"Qatar"	"6"
"Iran"	"Burundi"	"0"
"Iran"	"Iraq"	"255"
"Iran"	"Slovakia"	"0"
"Iran"	"Slovenia"	"0"
"Iran"	"Equatorial Guinea"	"0"
"Iran"	"Thailand"	"2"
"Iran"	"Sweden"	"2"
"Iran"	"Iceland"	"0"
"Iran"	"Macedonia"	"0"
"Iran"	"Belgium"	"7"
"Iran"	"Israel"	"425"
"Iran"	"Kuwait"	"2"
"Iran"	"Liechtenstein"	"0"
"Iran"	"Benin"	"0"
"Iran"	"Algeria"	"0"
"Iran"	"Italy"	"2"
"Iran"	"Swaziland"	"0"
"Iran"	"Tanzania"	"0"
"Iran"	"Pakistan"	"34"
"Iran"	"Burkina Faso"	"0"
"Iran"	"Panama"	"0"
"Iran"	"Singapore"	"9"
"Iran"	"Ukraine"	"19"
"Iran"	"Kyrgyzstan"	"0"
"Iran"	"Switzerland"	"68"
"Iran"	"Djibouti"	"10"
"Iran"	"Chile"	"3"
"Iran"	"China"	"51"
"Iran"	"North Korea"	"16"
"Iran"	"Mali"	"0"
"Iran"	"Botswana"	"0"
"Iran"	"Croatia"	"2"
"Iran"	"Cambodia"	"0"
"Iran"	"Indonesia"	"0"
"Iran"	"Portugal"	"0"
"Iran"	"Malta"	"0"
"Iran"	"Tajikistan"	"0"
"Iran"	"Vietnam"	"0"
"Iran"	"Paraguay"	"0"
"Iran"	"Cyprus"	"0"
"Iran"	"Seychelles"	"2"
"Iran"	"Rwanda"	"0"
"Iran"	"Bangladesh"	"0"
"Iran"	"Australia"	"21"
"Iran"	"Austria"	"55"
"Iran"	"Sri Lanka"	"0"
"Iran"	"Gabon"	"0"
"Iran"	"Zimbabwe"	"0"
"Iran"	"Bulgaria"	"0"
"Iran"	"Syria"	"155"
"Iran"	"Czech Republic"	"3"
"Iran"	"Norway"	"0"
"Iran"	"Myanmar"	"0"
"Iran"	"Kiribati"	"0"
"Iran"	"Turkmenistan"	"0"
"Iran"	"Grenada"	"0"
"Iran"	"Greece"	"1"
"Iran"	"Haiti"	"0"
"Iran"	"Greenland"	"0"
"Iran"	"Yemen"	"195"
"Iran"	"Afghanistan"	"11"
"Iran"	"Montenegro"	"0"
"Iran"	"Mongolia"	"0"
"Iran"	"Nepal"	"0"
"Iran"	"Bahamas"	"0"
"Iran"	"Bahrain"	"1"
"Iran"	"United Kingdom"	"81"
"Iran"	"Dominica"	"0"
"Iran"	"Timor-Leste"	"0"
"Iran"	"Hungary"	"0"
"Iran"	"Angola"	"0"
"Iran"	"Samoa"	"0"
"Iran"	"France"	"87"
"Iran"	"Mozambique"	"0"
"Iran"	"Namibia"	"0"
"Iran"	"Peru"	"0"
"Iran"	"Denmark"	"1"
"Iran"	"Guatemala"	"0"
"Iran"	"Faroe Islands"	"0"
"Iran"	"Solomon Islands"	"0"
"Iran"	"Vatican"	"6"
"Iran"	"Sierra Leone"	"0"
"Iran"	"Nauru"	"0"
"Iran"	"El Salvador"	"0"
"Iran"	"Dominican Republic"	"0"
"Iran"	"Cameroon"	"0"
