"2014-09-30 01:17:11.0"	"29"
"2014-10-01 11:19:24.0"	"76"
"2014-10-02 17:20:06.0"	"94"
"2014-10-03 11:34:46.0"	"106"
"2014-10-04 02:34:54.0"	"50"
"2014-10-05 23:22:33.0"	"28"
"2014-10-06 00:35:15.0"	"79"
"2014-10-07 18:35:34.0"	"94"
"2014-10-08 18:35:45.0"	"135"
"2014-10-09 13:35:56.0"	"149"
"2014-10-10 14:36:08.0"	"143"
"2014-10-11 16:31:44.0"	"100"
"2014-10-12 22:36:32.0"	"106"
"2014-10-13 19:36:42.0"	"104"
"2014-10-14 00:33:52.0"	"125"
"2014-10-15 00:28:43.0"	"154"
"2014-10-16 02:20:56.0"	"179"
"2014-10-17 03:21:23.0"	"152"
"2014-10-18 05:21:33.0"	"88"
"2014-10-19 01:21:04.0"	"89"
"2014-10-20 04:20:28.0"	"101"
"2014-10-21 03:20:39.0"	"96"
"2014-10-22 13:25:52.0"	"96"
"2014-10-23 16:23:52.0"	"93"
"2014-10-24 04:26:11.0"	"152"
"2014-10-25 10:25:12.0"	"84"
"2014-10-26 01:25:33.0"	"60"
"2014-10-27 05:26:38.0"	"81"
"2014-10-28 02:26:48.0"	"84"
"2014-10-29 14:47:43.0"	"69"
"2014-10-30 18:05:49.0"	"72"
"2014-10-31 16:04:51.0"	"73"
"2014-11-01 08:05:12.0"	"52"
"2014-11-02 00:06:01.0"	"33"
"2014-11-03 15:07:37.0"	"25"
"2014-11-04 15:08:18.0"	"36"
"2014-11-05 18:07:58.0"	"45"
"2014-11-06 11:37:14.0"	"49"
"2014-11-07 15:37:24.0"	"33"
"2014-11-08 08:37:42.0"	"13"
"2014-11-09 09:38:26.0"	"17"
"2014-11-10 22:38:47.0"	"25"
"2014-11-11 02:39:27.0"	"48"
"2014-11-12 15:39:30.0"	"59"
"2014-11-13 02:38:17.0"	"53"
"2014-11-14 15:38:30.0"	"37"
"2014-11-15 03:44:11.0"	"41"
"2014-11-16 02:43:28.0"	"38"
"2014-11-17 14:43:49.0"	"56"
"2014-11-18 14:44:28.0"	"30"
"2014-11-19 09:45:11.0"	"56"
"2014-11-20 01:43:57.0"	"21"
"2014-11-21 01:44:03.0"	"44"
"2014-11-22 07:44:10.0"	"28"
"2014-11-23 22:47:39.0"	"9"
"2014-11-24 17:47:22.0"	"26"
"2014-11-25 21:48:56.0"	"23"
"2014-11-26 20:57:14.0"	"21"
"2014-11-27 01:48:57.0"	"34"
"2014-11-28 10:48:20.0"	"41"
"2014-11-29 06:45:42.0"	"12"
"2014-11-30 11:50:34.0"	"12"
"2014-12-01 15:17:01.0"	"32"
"2014-12-02 18:45:33.0"	"22"
"2014-12-03 15:45:43.0"	"25"
"2014-12-04 16:46:17.0"	"25"
"2014-12-05 20:46:42.0"	"22"
"2014-12-06 10:53:25.0"	"15"
"2014-12-07 22:47:53.0"	"13"
"2014-12-08 15:09:55.0"	"12"
"2014-12-09 18:46:37.0"	"21"
"2014-12-10 15:49:27.0"	"26"
"2014-12-11 04:40:41.0"	"35"
"2014-12-12 13:42:16.0"	"25"
"2014-12-13 03:42:31.0"	"5"
"2014-12-14 16:43:06.0"	"13"
"2014-12-15 00:43:28.0"	"6"
"2014-12-16 01:43:45.0"	"15"
"2014-12-17 19:45:47.0"	"13"
"2014-12-18 02:45:57.0"	"10"
"2014-12-19 18:59:09.0"	"9"
"2014-12-20 10:59:28.0"	"25"
"2014-12-21 07:59:22.0"	"6"
"2014-12-22 00:00:01.0"	"13"
"2014-12-23 02:01:03.0"	"8"
"2014-12-24 02:00:41.0"	"17"
"2014-12-25 04:01:46.0"	"35"
"2014-12-26 03:00:12.0"	"5"
"2014-12-28 17:49:44.0"	"5"
"2014-12-29 22:00:54.0"	"31"
"2014-12-30 04:05:02.0"	"36"
"2014-12-31 05:05:39.0"	"30"
"2015-01-01 00:17:01.0"	"3"
"2015-01-02 01:22:15.0"	"16"
"2015-01-03 22:25:15.0"	"28"
"2015-01-04 00:25:17.0"	"18"
"2015-01-05 15:17:27.0"	"15"
"2015-01-06 08:16:12.0"	"6"
"2015-01-07 04:18:01.0"	"5"
"2015-01-08 04:17:03.0"	"5"
"2015-01-09 14:18:52.0"	"8"
"2015-01-10 02:18:55.0"	"2"
"2015-01-12 20:58:33.0"	"5"
"2015-01-13 10:00:26.0"	"8"
"2015-01-14 05:59:12.0"	"9"
"2015-01-15 03:59:05.0"	"4"
"2015-01-16 03:59:15.0"	"17"
"2015-01-17 02:59:27.0"	"5"
"2015-01-19 18:05:25.0"	"19"
"2015-01-20 04:02:12.0"	"5"
"2015-01-21 01:04:57.0"	"3"
"2015-01-26 23:02:55.0"	"3"
"2015-01-27 00:01:42.0"	"4"
"2015-01-29 10:09:01.0"	"9"
"2015-01-30 13:10:46.0"	"6"
"2015-01-31 02:14:00.0"	"2"
"2015-02-01 02:11:14.0"	"6"
"2015-02-02 11:10:59.0"	"7"
"2015-02-03 01:11:06.0"	"4"
"2015-02-04 19:11:23.0"	"8"
"2015-02-05 00:14:23.0"	"12"
"2015-02-06 00:15:20.0"	"11"
"2015-02-07 18:26:09.0"	"1"
"2015-02-08 07:47:53.0"	"1"
"2015-02-09 04:50:46.0"	"2"
"2015-02-10 23:09:50.0"	"3"
"2015-02-11 03:10:24.0"	"15"
"2015-02-12 01:11:41.0"	"5"
"2015-02-13 01:12:02.0"	"4"
"2015-02-14 19:11:11.0"	"5"
"2015-02-15 03:12:40.0"	"1"
"2015-02-16 02:13:17.0"	"9"
"2015-02-17 01:14:09.0"	"2"
"2015-02-18 18:15:53.0"	"3"
"2015-02-19 03:14:39.0"	"7"
"2015-02-20 22:13:30.0"	"9"
"2015-02-21 03:18:02.0"	"4"
"2015-02-22 09:18:19.0"	"4"
"2015-02-23 00:13:27.0"	"10"
"2015-02-24 04:03:36.0"	"8"
"2015-02-25 20:31:20.0"	"3"
"2015-02-26 02:31:29.0"	"4"
"2015-02-27 04:32:34.0"	"20"
"2015-02-28 18:28:40.0"	"3"
"2015-03-01 00:55:46.0"	"13"
"2015-03-02 14:56:12.0"	"11"
"2015-03-03 07:39:31.0"	"22"
"2015-03-04 20:40:32.0"	"2"
"2015-03-05 03:41:04.0"	"15"
"2015-03-06 03:41:23.0"	"6"
"2015-03-08 21:47:07.0"	"2"
"2015-03-10 14:46:35.0"	"1"
"2015-03-11 20:43:07.0"	"9"
"2015-03-12 01:43:11.0"	"30"
"2015-03-13 01:34:41.0"	"14"
"2015-03-14 02:35:11.0"	"7"
"2015-03-15 04:35:35.0"	"7"
"2015-03-16 20:36:56.0"	"6"
"2015-03-17 04:37:07.0"	"7"
"2015-03-18 18:38:32.0"	"6"
"2015-03-19 03:40:41.0"	"8"
"2015-03-20 15:41:44.0"	"16"
"2015-03-21 04:43:31.0"	"11"
"2015-03-22 00:39:08.0"	"3"
"2015-03-23 02:45:33.0"	"11"
"2015-03-24 03:20:06.0"	"8"
"2015-03-25 05:21:11.0"	"3"
"2015-03-26 05:21:32.0"	"4"
"2015-03-27 05:21:49.0"	"8"
"2015-03-28 03:22:08.0"	"8"
"2015-03-29 14:21:16.0"	"12"
"2015-03-30 02:23:31.0"	"13"
"2015-03-31 02:23:02.0"	"1"
"2015-04-01 02:23:21.0"	"1"
"2015-04-02 05:28:47.0"	"8"
"2015-04-05 16:22:06.0"	"2"
"2015-04-06 01:35:44.0"	"3"
"2015-04-07 10:25:23.0"	"2"
"2015-04-08 20:25:50.0"	"3"
"2015-04-10 01:23:59.0"	"7"
"2015-04-11 01:25:31.0"	"2"
"2015-04-12 01:26:47.0"	"4"
"2015-04-13 03:36:58.0"	"3"
"2015-04-14 16:36:57.0"	"9"
"2015-04-15 04:37:40.0"	"10"
"2015-04-16 21:38:11.0"	"4"
"2015-04-18 09:37:21.0"	"1"
"2015-04-19 15:41:47.0"	"1"
"2015-04-20 05:39:08.0"	"6"
"2015-04-21 01:38:07.0"	"4"
"2015-04-22 04:06:38.0"	"3"
"2015-04-23 01:06:52.0"	"5"
"2015-04-24 14:11:14.0"	"4"
"2015-04-25 22:08:54.0"	"2"
"2015-04-28 15:43:14.0"	"3"
"2015-04-29 04:43:53.0"	"1"
"2015-04-30 19:44:58.0"	"2"
"2015-05-01 02:46:22.0"	"2"
"2015-05-03 09:47:58.0"	"1"
"2015-05-04 23:48:11.0"	"2"
"2015-05-05 04:44:14.0"	"6"
"2015-05-07 02:44:38.0"	"6"
"2015-05-08 09:45:54.0"	"7"
"2015-05-09 13:45:04.0"	"17"
"2015-05-10 17:49:29.0"	"6"
"2015-05-11 00:47:29.0"	"5"
"2015-05-12 04:47:51.0"	"3"
"2015-05-13 01:48:08.0"	"7"
"2015-05-14 09:07:32.0"	"2"
"2015-05-18 20:49:57.0"	"3"
"2015-05-19 19:27:47.0"	"4"
"2015-05-20 09:27:01.0"	"3"
"2015-05-21 07:27:02.0"	"2"
"2015-05-22 17:00:11.0"	"3"
"2015-05-23 06:02:05.0"	"1"
"2015-05-25 06:17:50.0"	"3"
"2015-05-27 09:19:41.0"	"2"
"2015-05-29 04:27:38.0"	"1"
"2015-05-31 15:01:03.0"	"1"
"2015-06-01 01:02:01.0"	"1"
"2015-06-02 02:02:15.0"	"2"
"2015-06-03 03:06:06.0"	"5"
"2015-06-04 10:00:55.0"	"1"
"2015-06-07 18:56:46.0"	"2"
"2015-06-12 03:33:20.0"	"8"
"2015-06-15 01:34:50.0"	"1"
"2015-06-18 09:36:42.0"	"2"
"2015-06-19 00:34:29.0"	"4"
"2015-06-20 03:36:10.0"	"4"
"2015-06-21 11:35:40.0"	"1"
"2015-06-22 23:35:14.0"	"2"
"2015-06-23 04:02:15.0"	"2"
"2015-06-24 20:38:24.0"	"8"
"2015-06-25 09:04:52.0"	"8"
"2015-06-29 05:01:09.0"	"1"
"2015-06-30 05:39:02.0"	"9"
