"fr_BEL_lesoir_int" "2017-04-30 19:14:00" "Homans veut suspendre la reconnaissance des mosquées en Flandre" " 
                La ministre flamande des Affaires intérieures, Liesbeth Homans (N-VA), a affirmé dimanche qu’elle souhaitait suspendre la reconnaissance des mosquées en Flandre en expliquant qu’elle recevait trop peu d’informations de la part du fédéral sur le fonctionnement de ces lieux de prière musulmans.
                
                Elle a affirmé sur la chaîne de télévision régionale anversoise ATV ne plus recevoir d’informations sur les mosquées en attente de reconnaissance. Elle a souligné qu’elle était dépendante d’informations pour contrôler plusieurs critères de reconnaissance, comme la promotion de l’intégration au sein de la société belge.
            "
"fr_BEL_lesoir_int" "2017-04-30 19:05:00" "Lyon: un TGV arrêté après les «menaces de mort» d’un passager" " 
                Un TGV «&" "160;low cost&" "160;» Ouigo reliant Marne-La-Vallée (Seine-et-Marne) à Marseille, a été temporairement arrêté dimanche en gare de Lyon-Saint-Exupéry, après des «&" "160;menaces de mort&" "160;» d’un passager, a indiqué la SNCF.
                
                
                    «&" "160;L’homme a proféré des menaces de mort à l’égard des contrôleurs. Les forces de l’ordre ont été alors immédiatement prévenues&" "160;», a-t-il ajouté, soulignant que tout s’était passé ensuite «&" "160;dans le calme et la sérénité&" "160;». Le TGV est reparti vers sa destination au bout de l’opération qui a duré une heure et demie.
            "
"fr_BEL_lesoir_int" "2017-04-30 18:58:00" "Trump se dit prêt à «mettre fin» à l’Aléna en cas d’échec des négociations" " 
                Donald Trump s’est dit prêt dimanche à «mettre fin» à l’accord de libre-échange nord-américain en cas d’échec des négociations et souligné l’avancée de sa réforme d’«Obamacare», au lendemain de son centième jour au pouvoir, dont il a tiré un bilan dithyrambique.
                
                
                    «J’allais mettre fin au Nafta aujourd’hui», a affirmé le président américain lors d’une interview à CBS dimanche matin. «Mais j’ai eu un appel très sympa d’un homme que j’apprécie, le président du Mexique. J’ai eu un appel très sympa de la part de Justin Trudeau, le Premier ministre canadien. (...) Ils m’ont dit ‘pourrait-on négocier?’, et j’ai répondu, ‘oui, je vais négocier’». Mais, a-t-il immédiatement prévenu, «si je ne suis pas en mesure de renégocier, je vais mettre fin au Nafta».
            "
"fr_BEL_lesoir_int" "2017-04-30 18:51:00" "Une famille belge piégée par la marée dans le nord de la France" " 
                Une famille de touristes belges – un couple et deux enfants de 9 mois et de 2 ans&" "160;–, a été piégée par la marée, dimanche après-midi, alors qu’elle se promenait sur la plage entre le lieu-dit La Descenderie et le cap Blanc-Nez, rapporte La Voix du Nord.
                
                Les quatre personnes ont rapidement été secourues par les pompiers de Calais de Marck. Les deux enfants ont toutefois été transportés à l’hôpital par mesure de précaution.
            "
"fr_BEL_lesoir_int" "2017-04-30 18:02:00" "Trump: «Je ne sais pas si Kim Jong-Un est sain d’esprit»" " 
                Le dirigeant nord-coréen Kim Jong-Un est un «&" "160;petit malin&" "160;» pour avoir réussi à s’imposer au pouvoir malgré son jeune âge et les ambitions concurrentes de hauts gradés dans son pays, a estimé dimanche Donald Trump.
                
                
                    «&" "160;Les gens se demandent s’il est sain d’esprit. Je n’en sais rien. Ce que je peux vous dire --et plein de gens n’aiment pas que je le dise-- c’est qu’il a succédé à son père à l’âge de 26 ou 27 ans. Il a affaire à des personnes évidemment coriaces, en particulier les généraux et d’autres. Et très jeune il est parvenu à assumer le pouvoir&" "160;», a déclaré le président américain dans une interview à CBS.
            "
"fr_BEL_lesoir_int" "2017-04-30 17:22:00" "Une délégation du MR lundi au meeting parisien d’Emmanuel Macron" " 
                Une délégation du Mouvement Réformateur sera présente lundi au meeting électoral que le candidat centriste Emmanuel Macron tiendra lundi après-midi à Paris à six jours du second tour de la présidentielle française, a annoncé dimanche le parti libéral.
                
                La délégation est composée du chef de groupe MR à la Chambre, Denis Ducarme, et du député fédéral Jean-Jacques Flahaut, également président du MR International, précise le parti dans un communiqué.
            "
"fr_BEL_lesoir_int" "2017-04-30 17:20:00" "Un hélicoptère appelé en renfort pour l’incendie du Sart-Tilman à Liège" " 
                Un hélicoptère équipé d’un sac Bambi Bucket a été appelé en renfort afin d’intervenir sur l’incendie des collines du Sart-Tilman. L’accès à l’incendie de Colonster dans les bois du Sart-Tilman est très compliqué pour les camions de pompiers, indique le service de communication de la police de Liège. 
                
                Ils ont pour cette raison fait appel à un hélicoptère équipé d’un sac Bambi Bucket qui peut larguer entre 795 et 1225 litres d’eau selon sa taille.Par ailleurs, la rue de Tilff, qui relie Angleur à Tilff, est fermée à la circulation et aux piétons. Le feu s’est déclaré en début d’après-midi et ne présente pas de danger pour la population et les habitations. Il se dirige vers l’Ourthe et non pas vers les bois.
