"Le Nacion"	"EU"	"72"
"Le Nacion"	"UN"	"57"
"Le Nacion"	"NATO"	"20"
"Le Nacion"	"OAS"	"15"
"Le Nacion"	"OPEC"	"2"
"Le Nacion"	"G8"	"1"
"Le Nacion"	"APEC"	"1"
