"The New York Times"	"English"	"South Korea"	"China"	"24"
"The New York Times"	"English"	"South Korea"	"North Korea"	"14"
"The New York Times"	"English"	"South Korea"	"Vatican"	"12"
"The New York Times"	"English"	"South Korea"	"United States of America"	"9"
"The New York Times"	"English"	"South Korea"	"Libya"	"2"
"The New York Times"	"English"	"South Korea"	"Hong Kong"	"1"
"The New York Times"	"English"	"South Korea"	"Japan"	"22"
